,key,max_ADHD,max_PTSD,max_anxiety,max_bipolar,max_depression,max_mental hospital,max_psychiatrists near me,max_psychologist near me,max_therapist near me,mean_ADHD,mean_PTSD,mean_anxiety,mean_bipolar,mean_depression,mean_mental hospital,mean_psychiatrists near me,mean_psychologist near me,mean_therapist near me,median_ADHD,median_PTSD,median_anxiety,median_bipolar,median_depression,median_mental hospital,median_psychiatrists near me,median_psychologist near me,median_therapist near me,min_ADHD,min_PTSD,min_anxiety,min_bipolar,min_depression,min_mental hospital,min_psychiatrists near me,min_psychologist near me,min_therapist near me
20,US-AL_2021,40.0,15.0,91.0,22.0,66.0,43.0,6.0,16.0,100.0,33.25,13.333333333333334,85.75,18.5,60.666666666666664,32.416666666666664,1.0,12.0,82.5,32.5,13.0,86.0,19.0,62.0,32.0,0.0,11.5,82.0,25.0,11.0,78.0,15.0,53.0,24.0,0.0,7.0,61.0
21,US-AL_2022,51.0,17.0,100.0,27.0,80.0,49.0,6.0,14.0,67.0,43.666666666666664,14.25,89.08333333333333,21.666666666666668,64.58333333333333,39.5,0.9166666666666666,9.666666666666666,56.75,44.5,14.0,89.5,21.5,63.5,39.0,0.0,10.0,58.0,38.0,12.0,78.0,19.0,54.0,34.0,0.0,0.0,46.0
22,US-AL_2023,54.0,15.0,95.0,23.0,72.0,48.0,6.0,15.0,70.0,50.333333333333336,13.666666666666666,86.25,20.666666666666668,60.0,38.916666666666664,0.5,10.5,55.666666666666664,52.5,14.0,86.0,21.0,58.0,38.5,0.0,9.5,54.5,42.0,11.0,77.0,18.0,49.0,29.0,0.0,6.0,44.0
23,US-AL_2024,58.0,14.0,90.0,21.0,68.0,50.0,0.0,14.0,57.0,51.27272727272727,13.090909090909092,84.63636363636364,19.272727272727273,55.90909090909091,39.0,0.0,6.2727272727272725,49.18181818181818,52.0,13.0,85.0,20.0,56.0,39.0,0.0,7.0,50.0,45.0,11.0,76.0,16.0,46.0,29.0,0.0,0.0,40.0
24,US-AR_2013,30.0,15.0,56.0,25.0,93.0,54.0,0.0,0.0,0.0,21.666666666666668,10.666666666666666,50.916666666666664,22.25,67.25,31.75,0.0,0.0,0.0,22.0,10.5,51.5,22.5,69.0,37.5,0.0,0.0,0.0,15.0,7.0,44.0,19.0,48.0,0.0,0.0,0.0,0.0
25,US-AR_2014,30.0,17.0,65.0,27.0,90.0,54.0,0.0,0.0,0.0,24.166666666666668,12.416666666666666,56.083333333333336,25.333333333333332,72.25,30.416666666666668,0.0,0.0,0.0,25.5,12.0,55.0,26.0,73.0,40.5,0.0,0.0,0.0,17.0,9.0,50.0,22.0,57.0,0.0,0.0,0.0,0.0
26,US-AR_2015,28.0,17.0,69.0,29.0,100.0,50.0,0.0,0.0,0.0,22.166666666666668,13.5,64.75,24.25,77.41666666666667,33.666666666666664,0.0,0.0,0.0,22.5,14.0,65.5,24.0,80.5,38.5,0.0,0.0,0.0,17.0,9.0,57.0,20.0,59.0,0.0,0.0,0.0,0.0
27,US-AR_2016,25.0,18.0,70.0,29.0,88.0,52.0,0.0,0.0,0.0,21.416666666666668,13.833333333333334,65.41666666666667,23.333333333333332,72.66666666666667,37.25,0.0,0.0,0.0,21.0,13.5,66.0,23.0,72.5,35.5,0.0,0.0,0.0,18.0,11.0,59.0,19.0,50.0,22.0,0.0,0.0,0.0
28,US-AR_2017,28.0,19.0,78.0,25.0,87.0,44.0,0.0,0.0,24.0,22.583333333333332,14.583333333333334,72.0,21.0,73.75,37.166666666666664,0.0,0.0,7.0,23.0,14.0,71.5,21.0,75.5,37.5,0.0,0.0,0.0,18.0,13.0,62.0,17.0,60.0,30.0,0.0,0.0,0.0
29,US-AR_2018,29.0,17.0,90.0,29.0,97.0,63.0,0.0,0.0,44.0,23.416666666666668,14.166666666666666,81.0,24.583333333333332,78.83333333333333,44.5,0.0,0.0,30.5,23.5,14.5,81.5,24.0,82.0,44.5,0.0,0.0,29.0,18.0,12.0,73.0,18.0,62.0,27.0,0.0,0.0,20.0
30,US-AR_2019,32.0,19.0,87.0,28.0,98.0,56.0,0.0,23.0,63.0,25.083333333333332,16.416666666666668,79.91666666666667,23.0,76.83333333333333,44.333333333333336,0.0,6.083333333333333,47.333333333333336,25.0,16.5,80.5,23.0,75.0,44.0,0.0,0.0,48.0,21.0,14.0,69.0,17.0,56.0,32.0,0.0,0.0,32.0
31,US-AR_2020,31.0,21.0,87.0,23.0,87.0,53.0,0.0,20.0,75.0,25.333333333333332,17.083333333333332,80.5,21.083333333333332,70.75,39.166666666666664,0.0,5.083333333333333,54.166666666666664,25.0,17.0,80.5,21.0,67.5,38.5,0.0,0.0,58.0,20.0,15.0,75.0,18.0,56.0,28.0,0.0,0.0,29.0
32,US-AR_2021,45.0,19.0,91.0,26.0,71.0,63.0,15.0,17.0,100.0,37.333333333333336,17.083333333333332,86.41666666666667,20.75,60.666666666666664,50.916666666666664,1.25,6.666666666666667,77.83333333333333,35.5,17.5,89.0,20.0,60.0,52.5,0.0,0.0,74.5,31.0,14.0,80.0,19.0,52.0,42.0,0.0,0.0,58.0
33,US-AR_2022,55.0,20.0,97.0,27.0,88.0,75.0,0.0,12.0,89.0,46.166666666666664,17.25,88.58333333333333,23.916666666666668,66.16666666666667,61.166666666666664,0.0,2.8333333333333335,70.91666666666667,46.5,17.0,87.0,24.0,65.0,61.5,0.0,0.0,70.5,36.0,15.0,81.0,21.0,53.0,42.0,0.0,0.0,54.0
34,US-AR_2023,59.0,18.0,97.0,25.0,74.0,84.0,0.0,21.0,82.0,54.166666666666664,16.333333333333332,87.83333333333333,23.0,62.833333333333336,59.083333333333336,0.0,4.333333333333333,66.08333333333333,56.0,16.5,89.0,23.0,66.5,56.5,0.0,0.0,64.0,46.0,14.0,76.0,19.0,48.0,45.0,0.0,0.0,49.0
35,US-AR_2024,61.0,18.0,97.0,25.0,72.0,70.0,0.0,4.0,73.0,55.0,15.272727272727273,88.27272727272727,22.09090909090909,60.36363636363637,54.36363636363637,0.0,0.45454545454545453,57.36363636363637,53.0,15.0,90.0,22.0,62.0,53.0,0.0,0.0,57.0,50.0,14.0,78.0,19.0,45.0,45.0,0.0,0.0,43.0
36,US-AZ_2013,23.0,13.0,59.0,25.0,72.0,41.0,0.0,0.0,0.0,20.083333333333332,10.583333333333334,51.916666666666664,22.0,62.083333333333336,31.833333333333332,0.0,0.0,0.0,19.5,11.0,52.5,22.0,64.5,31.0,0.0,0.0,0.0,18.0,8.0,46.0,19.0,52.0,23.0,0.0,0.0,0.0
37,US-AZ_2014,27.0,17.0,63.0,25.0,79.0,40.0,0.0,0.0,0.0,20.916666666666668,12.5,57.75,22.833333333333332,68.75,33.416666666666664,0.0,0.0,0.0,20.5,12.0,56.5,23.0,70.5,34.0,0.0,0.0,0.0,16.0,10.0,54.0,20.0,53.0,23.0,0.0,0.0,0.0
38,US-AZ_2015,24.0,17.0,73.0,24.0,85.0,39.0,0.0,0.0,8.0,20.416666666666668,14.333333333333334,66.0,21.75,73.25,32.25,0.0,0.0,0.6666666666666666,20.5,14.0,64.5,22.0,76.5,32.5,0.0,0.0,0.0,16.0,13.0,62.0,18.0,59.0,24.0,0.0,0.0,0.0
39,US-AZ_2016,23.0,17.0,82.0,28.0,88.0,41.0,0.0,10.0,12.0,19.833333333333332,14.416666666666666,73.0,21.833333333333332,71.75,30.583333333333332,0.0,1.4166666666666667,5.666666666666667,20.0,14.5,71.0,21.5,73.0,30.5,0.0,0.0,8.0,16.0,12.0,65.0,19.0,55.0,20.0,0.0,0.0,0.0
40,US-AZ_2017,26.0,17.0,84.0,23.0,84.0,39.0,7.0,14.0,21.0,22.083333333333332,14.333333333333334,77.25,20.916666666666668,75.5,33.333333333333336,0.5833333333333334,8.166666666666666,15.666666666666666,23.0,14.0,77.5,21.0,76.5,33.5,0.0,9.0,14.5,19.0,13.0,69.0,19.0,61.0,25.0,0.0,0.0,11.0
41,US-AZ_2018,25.0,16.0,95.0,28.0,87.0,48.0,0.0,21.0,45.0,21.583333333333332,14.583333333333334,83.0,22.916666666666668,77.41666666666667,35.25,0.0,14.5,29.416666666666668,22.0,14.0,84.0,22.0,79.0,35.0,0.0,13.5,29.5,19.0,13.0,62.0,19.0,67.0,29.0,0.0,9.0,19.0
42,US-AZ_2019,31.0,18.0,93.0,27.0,87.0,46.0,6.0,22.0,66.0,25.166666666666668,15.416666666666666,85.83333333333333,20.833333333333332,74.83333333333333,38.166666666666664,1.0,18.0,50.25,25.0,15.5,87.0,20.0,75.0,38.0,0.0,19.0,48.5,20.0,13.0,77.0,17.0,63.0,31.0,0.0,11.0,36.0
43,US-AZ_2020,35.0,17.0,91.0,24.0,90.0,43.0,5.0,22.0,71.0,27.75,14.583333333333334,82.91666666666667,21.0,68.5,37.916666666666664,0.4166666666666667,16.083333333333332,53.583333333333336,27.0,15.0,83.0,21.0,67.0,39.0,0.0,15.5,54.5,22.0,13.0,74.0,18.0,58.0,29.0,0.0,11.0,30.0
44,US-AZ_2021,47.0,16.0,96.0,23.0,77.0,55.0,0.0,22.0,100.0,40.166666666666664,15.083333333333334,90.75,20.916666666666668,65.41666666666667,42.75,0.0,16.833333333333332,81.91666666666667,39.5,15.0,89.5,21.0,66.0,41.0,0.0,17.0,84.0,33.0,13.0,82.0,18.0,55.0,36.0,0.0,11.0,55.0
45,US-AZ_2022,55.0,17.0,100.0,28.0,77.0,59.0,6.0,26.0,82.0,50.666666666666664,15.25,87.58333333333333,23.25,66.41666666666667,47.083333333333336,0.5,17.666666666666668,71.08333333333333,51.5,15.0,88.5,23.0,65.0,46.0,0.0,17.0,72.0,44.0,13.0,72.0,19.0,58.0,39.0,0.0,13.0,57.0
46,US-AZ_2023,65.0,18.0,90.0,25.0,81.0,53.0,0.0,18.0,81.0,59.25,15.583333333333334,85.16666666666667,23.166666666666668,62.416666666666664,48.083333333333336,0.0,13.083333333333334,66.08333333333333,59.0,15.5,86.5,24.0,59.5,48.5,0.0,14.0,66.5,52.0,14.0,80.0,21.0,51.0,41.0,0.0,6.0,43.0
47,US-AZ_2024,65.0,17.0,96.0,23.0,76.0,58.0,2.0,12.0,71.0,57.72727272727273,14.727272727272727,84.36363636363636,21.363636363636363,59.18181818181818,51.0,0.18181818181818182,10.0,62.54545454545455,56.0,15.0,81.0,22.0,56.0,51.0,0.0,10.0,62.0,52.0,13.0,77.0,19.0,46.0,46.0,0.0,8.0,53.0
48,US-CA_2013,21.0,11.0,54.0,24.0,63.0,49.0,0.0,0.0,2.0,17.916666666666668,8.916666666666666,49.916666666666664,19.666666666666668,56.166666666666664,41.25,0.0,0.0,0.16666666666666666,18.0,9.0,50.0,19.0,58.0,41.5,0.0,0.0,0.0,15.0,7.0,45.0,17.0,47.0,36.0,0.0,0.0,0.0
49,US-CA_2014,21.0,12.0,57.0,22.0,69.0,48.0,0.0,2.0,2.0,18.5,9.833333333333334,53.833333333333336,19.833333333333332,62.75,41.666666666666664,0.0,0.3333333333333333,0.3333333333333333,19.0,10.0,54.0,20.0,64.5,41.5,0.0,0.0,0.0,15.0,8.0,51.0,17.0,51.0,38.0,0.0,0.0,0.0
50,US-CA_2015,20.0,13.0,62.0,22.0,75.0,49.0,0.0,4.0,7.0,17.75,11.583333333333334,59.0,19.916666666666668,65.0,43.416666666666664,0.0,1.5,4.083333333333333,18.0,11.5,58.5,20.0,66.0,43.0,0.0,2.0,3.0,15.0,10.0,56.0,17.0,55.0,40.0,0.0,0.0,2.0
51,US-CA_2016,21.0,15.0,74.0,22.0,78.0,46.0,2.0,7.0,14.0,17.75,12.083333333333334,67.75,18.5,67.75,43.166666666666664,0.9166666666666666,4.75,10.833333333333334,17.5,12.0,68.5,18.5,70.0,43.0,1.0,4.5,10.5,14.0,10.0,62.0,16.0,52.0,39.0,0.0,4.0,8.0
52,US-CA_2017,25.0,14.0,77.0,20.0,81.0,48.0,2.0,10.0,24.0,20.0,12.166666666666666,74.58333333333333,17.833333333333332,71.0,42.5,1.3333333333333333,8.083333333333334,19.583333333333332,20.0,12.0,75.0,18.0,72.5,42.0,1.5,8.0,20.5,16.0,11.0,70.0,16.0,59.0,40.0,0.0,6.0,14.0
53,US-CA_2018,24.0,15.0,88.0,26.0,86.0,46.0,3.0,15.0,43.0,19.666666666666668,13.0,82.5,20.0,76.16666666666667,43.666666666666664,2.0833333333333335,11.833333333333334,33.916666666666664,20.0,12.5,83.0,19.0,78.0,43.5,2.0,11.5,34.5,17.0,11.0,74.0,17.0,62.0,42.0,1.0,10.0,26.0
54,US-CA_2019,28.0,16.0,88.0,21.0,93.0,49.0,3.0,18.0,60.0,22.916666666666668,13.416666666666666,85.0,18.5,73.33333333333333,44.416666666666664,2.3333333333333335,14.416666666666666,52.75,23.0,13.0,86.0,18.5,71.5,44.5,2.0,14.0,55.0,18.0,12.0,79.0,15.0,59.0,41.0,1.0,13.0,42.0
55,US-CA_2020,31.0,14.0,94.0,26.0,83.0,54.0,3.0,16.0,65.0,25.916666666666668,13.416666666666666,87.91666666666667,19.333333333333332,71.08333333333333,46.25,1.4166666666666667,11.833333333333334,52.583333333333336,26.0,13.0,88.0,18.5,67.5,46.5,1.5,11.5,56.0,20.0,13.0,84.0,16.0,63.0,37.0,0.0,6.0,29.0
56,US-CA_2021,43.0,16.0,100.0,21.0,71.0,56.0,6.0,19.0,100.0,37.0,13.833333333333334,91.83333333333333,18.0,61.083333333333336,49.75,3.75,15.583333333333334,83.66666666666667,37.0,14.0,92.0,18.0,61.0,50.5,3.5,16.0,84.5,28.0,12.0,83.0,16.0,51.0,43.0,2.0,12.0,60.0
57,US-CA_2022,51.0,16.0,98.0,24.0,77.0,62.0,3.0,17.0,79.0,47.833333333333336,14.166666666666666,90.75,20.75,67.91666666666667,54.25,2.4166666666666665,13.916666666666666,70.08333333333333,48.5,14.0,91.5,20.5,66.5,54.0,2.0,13.5,70.0,41.0,13.0,85.0,17.0,57.0,48.0,2.0,11.0,57.0
58,US-CA_2023,62.0,15.0,94.0,23.0,80.0,57.0,3.0,14.0,76.0,54.75,13.583333333333334,86.83333333333333,20.083333333333332,62.416666666666664,53.416666666666664,1.9166666666666667,11.833333333333334,64.08333333333333,54.0,13.5,86.5,20.5,59.0,54.0,2.0,12.0,65.5,49.0,12.0,76.0,17.0,49.0,49.0,1.0,8.0,47.0
59,US-CA_2024,64.0,15.0,93.0,20.0,69.0,55.0,2.0,11.0,62.0,56.63636363636363,13.454545454545455,86.0909090909091,18.818181818181817,56.81818181818182,49.81818181818182,1.3636363636363635,9.727272727272727,57.36363636363637,58.0,13.0,85.0,18.0,57.0,49.0,1.0,10.0,57.0,51.0,12.0,82.0,17.0,47.0,46.0,0.0,8.0,52.0
60,US-CO_2013,22.0,12.0,51.0,26.0,69.0,47.0,0.0,0.0,0.0,18.25,10.916666666666666,47.583333333333336,21.583333333333332,57.666666666666664,39.416666666666664,0.0,0.0,0.0,18.0,11.0,48.0,21.0,61.0,40.0,0.0,0.0,0.0,16.0,9.0,44.0,19.0,45.0,28.0,0.0,0.0,0.0
61,US-CO_2014,21.0,15.0,56.0,23.0,72.0,47.0,0.0,0.0,0.0,18.666666666666668,12.333333333333334,52.333333333333336,21.833333333333332,62.5,38.666666666666664,0.0,0.0,0.0,19.5,12.0,53.0,22.0,64.0,38.0,0.0,0.0,0.0,15.0,10.0,48.0,20.0,50.0,31.0,0.0,0.0,0.0
62,US-CO_2015,22.0,16.0,67.0,23.0,82.0,46.0,0.0,0.0,0.0,18.333333333333332,14.333333333333334,59.166666666666664,20.916666666666668,68.33333333333333,36.333333333333336,0.0,0.0,0.0,18.5,14.5,58.0,20.5,70.0,35.0,0.0,0.0,0.0,16.0,12.0,55.0,19.0,55.0,30.0,0.0,0.0,0.0
63,US-CO_2016,21.0,19.0,73.0,24.0,80.0,51.0,0.0,0.0,15.0,17.916666666666668,14.833333333333334,67.0,20.416666666666668,67.33333333333333,41.083333333333336,0.0,0.0,6.166666666666667,19.0,15.0,65.5,20.0,69.0,39.5,0.0,0.0,7.0,13.0,12.0,64.0,18.0,52.0,31.0,0.0,0.0,0.0
64,US-CO_2017,23.0,17.0,83.0,22.0,83.0,48.0,0.0,10.0,22.0,19.833333333333332,14.333333333333334,73.33333333333333,20.166666666666668,70.83333333333333,42.083333333333336,0.0,3.6666666666666665,15.25,20.5,14.0,72.5,20.0,72.0,42.5,0.0,0.0,15.0,16.0,11.0,69.0,17.0,57.0,35.0,0.0,0.0,10.0
65,US-CO_2018,22.0,18.0,91.0,26.0,80.0,49.0,0.0,12.0,40.0,19.666666666666668,15.333333333333334,81.83333333333333,20.75,71.41666666666667,41.166666666666664,0.0,6.75,31.166666666666668,20.0,16.0,81.5,20.0,72.0,41.0,0.0,8.5,30.0,16.0,13.0,72.0,17.0,59.0,33.0,0.0,0.0,21.0
66,US-CO_2019,27.0,19.0,85.0,23.0,83.0,46.0,8.0,19.0,63.0,22.0,16.166666666666668,79.5,19.5,70.25,41.0,1.25,13.0,50.5,21.5,16.0,80.0,19.0,72.5,42.0,0.0,12.5,51.5,17.0,14.0,73.0,16.0,56.0,34.0,0.0,8.0,38.0
67,US-CO_2020,30.0,17.0,88.0,25.0,79.0,51.0,0.0,13.0,71.0,25.5,14.583333333333334,80.66666666666667,20.583333333333332,67.08333333333333,42.083333333333336,0.0,9.416666666666666,55.083333333333336,26.5,14.5,81.0,20.5,63.5,41.5,0.0,9.0,59.0,19.0,13.0,74.0,17.0,57.0,35.0,0.0,5.0,25.0
68,US-CO_2021,47.0,16.0,100.0,23.0,70.0,56.0,0.0,18.0,100.0,39.833333333333336,15.083333333333334,85.75,20.25,58.583333333333336,46.083333333333336,0.0,14.583333333333334,86.41666666666667,39.0,15.0,84.0,21.0,59.0,45.0,0.0,14.5,87.5,31.0,13.0,77.0,18.0,50.0,40.0,0.0,11.0,73.0
69,US-CO_2022,58.0,20.0,90.0,25.0,69.0,61.0,8.0,14.0,84.0,51.5,15.833333333333334,81.83333333333333,22.333333333333332,61.333333333333336,51.666666666666664,1.1666666666666667,11.583333333333334,72.5,51.5,15.5,83.5,22.5,62.0,50.5,0.0,12.0,73.0,47.0,13.0,73.0,20.0,52.0,43.0,0.0,9.0,58.0
70,US-CO_2023,67.0,18.0,90.0,24.0,69.0,61.0,0.0,15.0,77.0,61.5,15.416666666666666,82.5,21.833333333333332,57.916666666666664,53.083333333333336,0.0,9.083333333333334,63.083333333333336,62.5,15.5,80.5,21.0,58.0,54.0,0.0,9.0,61.5,54.0,14.0,79.0,19.0,47.0,37.0,0.0,0.0,54.0
71,US-CO_2024,70.0,17.0,92.0,22.0,63.0,66.0,1.0,10.0,70.0,61.63636363636363,14.818181818181818,82.72727272727273,19.818181818181817,53.90909090909091,53.54545454545455,0.09090909090909091,5.545454545454546,59.63636363636363,61.0,15.0,83.0,20.0,54.0,54.0,0.0,7.0,59.0,55.0,13.0,77.0,17.0,46.0,43.0,0.0,0.0,55.0
72,US-CT_2013,27.0,12.0,57.0,26.0,74.0,47.0,0.0,0.0,0.0,21.25,9.666666666666666,52.0,22.083333333333332,60.083333333333336,38.833333333333336,0.0,0.0,0.0,21.5,10.0,51.5,22.0,62.0,40.0,0.0,0.0,0.0,16.0,6.0,48.0,20.0,47.0,30.0,0.0,0.0,0.0
73,US-CT_2014,28.0,15.0,62.0,25.0,77.0,52.0,0.0,0.0,0.0,22.166666666666668,11.5,56.75,21.583333333333332,64.5,38.583333333333336,0.0,0.0,0.0,22.5,11.5,57.5,21.5,64.0,38.0,0.0,0.0,0.0,16.0,9.0,45.0,19.0,50.0,29.0,0.0,0.0,0.0
74,US-CT_2015,26.0,15.0,67.0,27.0,83.0,65.0,0.0,17.0,0.0,22.666666666666668,13.25,62.25,21.666666666666668,69.08333333333333,43.583333333333336,0.0,1.4166666666666667,0.0,23.0,13.5,62.0,20.0,72.0,42.0,0.0,0.0,0.0,17.0,10.0,55.0,19.0,51.0,32.0,0.0,0.0,0.0
75,US-CT_2016,25.0,17.0,77.0,25.0,78.0,51.0,16.0,0.0,17.0,22.416666666666668,14.166666666666666,70.5,22.25,67.66666666666667,41.916666666666664,1.3333333333333333,0.0,4.166666666666667,23.0,14.0,71.5,22.0,71.5,41.0,0.0,0.0,0.0,17.0,11.0,61.0,19.0,52.0,32.0,0.0,0.0,0.0
76,US-CT_2017,28.0,16.0,84.0,24.0,83.0,49.0,27.0,13.0,37.0,23.666666666666668,14.5,77.16666666666667,20.916666666666668,71.41666666666667,37.833333333333336,11.166666666666666,5.666666666666667,21.166666666666668,24.0,15.0,77.0,21.0,75.0,37.0,11.5,5.0,19.5,18.0,12.0,73.0,16.0,55.0,29.0,0.0,0.0,12.0
77,US-CT_2018,27.0,19.0,89.0,28.0,80.0,54.0,20.0,20.0,61.0,23.333333333333332,15.25,84.58333333333333,23.166666666666668,72.16666666666667,40.916666666666664,13.166666666666666,14.0,40.666666666666664,23.0,15.5,86.0,22.5,74.5,39.5,14.0,14.0,40.0,20.0,11.0,79.0,20.0,55.0,32.0,0.0,11.0,29.0
78,US-CT_2019,31.0,18.0,93.0,24.0,93.0,50.0,23.0,26.0,73.0,26.0,15.916666666666666,87.08333333333333,20.916666666666668,72.08333333333333,38.833333333333336,17.333333333333332,20.75,56.833333333333336,26.0,16.0,86.5,21.0,74.0,39.0,17.0,20.0,57.0,21.0,13.0,80.0,17.0,56.0,27.0,12.0,16.0,46.0
79,US-CT_2020,30.0,20.0,93.0,26.0,93.0,52.0,25.0,20.0,71.0,25.5,14.916666666666666,87.91666666666667,20.416666666666668,68.16666666666667,40.833333333333336,14.0,13.916666666666666,54.0,24.5,14.5,88.0,20.0,64.0,39.5,14.0,13.5,58.5,22.0,11.0,80.0,18.0,54.0,34.0,8.0,9.0,22.0
80,US-CT_2021,41.0,16.0,98.0,23.0,67.0,55.0,9.0,28.0,100.0,34.25,13.75,90.08333333333333,19.666666666666668,57.333333333333336,46.5,0.75,20.833333333333332,82.16666666666667,34.0,14.0,90.5,20.0,59.0,45.5,0.0,19.0,82.0,28.0,10.0,83.0,17.0,47.0,37.0,0.0,14.0,60.0
81,US-CT_2022,50.0,18.0,100.0,25.0,73.0,64.0,11.0,26.0,85.0,44.0,14.833333333333334,89.33333333333333,21.666666666666668,60.5,47.75,1.6666666666666667,17.916666666666668,71.25,45.0,15.0,88.0,21.5,60.5,46.0,0.0,19.0,69.5,38.0,12.0,79.0,19.0,45.0,37.0,0.0,12.0,61.0
82,US-CT_2023,59.0,16.0,99.0,24.0,77.0,63.0,9.0,22.0,77.0,53.5,14.416666666666666,89.0,21.166666666666668,59.416666666666664,48.5,0.75,16.75,68.58333333333333,54.5,15.0,88.5,21.0,57.0,50.0,0.0,18.5,70.5,46.0,12.0,82.0,19.0,43.0,30.0,0.0,0.0,51.0
83,US-CT_2024,61.0,17.0,94.0,23.0,62.0,60.0,3.0,17.0,86.0,54.72727272727273,13.454545454545455,87.9090909090909,20.09090909090909,52.81818181818182,49.36363636363637,0.36363636363636365,11.545454545454545,73.18181818181819,56.0,13.0,88.0,19.0,53.0,50.0,0.0,12.0,74.0,44.0,11.0,84.0,18.0,43.0,40.0,0.0,0.0,57.0
84,US-DC_2013,25.0,16.0,53.0,25.0,58.0,38.0,0.0,0.0,0.0,21.5,12.166666666666666,48.083333333333336,20.0,51.583333333333336,25.083333333333332,0.0,0.0,0.0,22.0,11.0,47.0,19.5,54.0,28.0,0.0,0.0,0.0,18.0,9.0,44.0,15.0,42.0,0.0,0.0,0.0,0.0
85,US-DC_2014,24.0,14.0,65.0,24.0,62.0,44.0,0.0,0.0,0.0,20.5,11.5,52.583333333333336,21.083333333333332,54.25,29.083333333333332,0.0,0.0,0.0,21.5,11.0,50.0,21.0,55.0,31.0,0.0,0.0,0.0,14.0,10.0,45.0,18.0,46.0,0.0,0.0,0.0,0.0
86,US-DC_2015,24.0,13.0,70.0,27.0,70.0,46.0,0.0,12.0,0.0,20.583333333333332,11.916666666666666,64.25,21.666666666666668,60.833333333333336,36.333333333333336,0.0,1.0,0.0,20.5,12.0,64.5,21.0,61.5,35.0,0.0,0.0,0.0,17.0,11.0,59.0,19.0,52.0,28.0,0.0,0.0,0.0
87,US-DC_2016,27.0,17.0,73.0,26.0,71.0,39.0,0.0,0.0,16.0,22.0,13.166666666666666,68.25,20.666666666666668,60.583333333333336,30.166666666666668,0.0,0.0,2.4166666666666665,22.0,13.0,68.5,20.0,62.5,29.5,0.0,0.0,0.0,17.0,11.0,63.0,18.0,47.0,20.0,0.0,0.0,0.0
88,US-DC_2017,26.0,16.0,79.0,23.0,68.0,43.0,15.0,12.0,23.0,22.083333333333332,13.583333333333334,72.0,19.75,61.916666666666664,30.916666666666668,2.3333333333333335,2.0,8.416666666666666,22.5,14.0,72.0,19.5,65.5,29.5,0.0,0.0,6.0,18.0,11.0,66.0,17.0,49.0,25.0,0.0,0.0,0.0
89,US-DC_2018,28.0,22.0,76.0,25.0,79.0,51.0,0.0,0.0,50.0,23.833333333333332,15.666666666666666,70.91666666666667,20.916666666666668,65.91666666666667,21.0,0.0,0.0,9.0,23.5,14.5,72.0,21.0,65.0,27.5,0.0,0.0,0.0,21.0,13.0,65.0,17.0,57.0,0.0,0.0,0.0,0.0
90,US-DC_2019,31.0,20.0,79.0,21.0,74.0,39.0,0.0,0.0,41.0,25.25,17.166666666666668,70.83333333333333,18.333333333333332,63.25,20.75,0.0,0.0,21.833333333333332,25.5,17.5,72.5,18.0,63.0,26.5,0.0,0.0,29.5,21.0,13.0,63.0,15.0,50.0,0.0,0.0,0.0,0.0
91,US-DC_2020,34.0,22.0,84.0,29.0,84.0,47.0,0.0,0.0,72.0,27.583333333333332,16.166666666666668,80.0,21.0,66.58333333333333,12.916666666666666,0.0,0.0,39.75,30.0,15.5,80.5,20.5,65.5,0.0,0.0,0.0,44.5,21.0,13.0,70.0,15.0,57.0,0.0,0.0,0.0,0.0
92,US-DC_2021,49.0,18.0,94.0,23.0,77.0,66.0,0.0,0.0,100.0,42.083333333333336,15.083333333333334,88.66666666666667,18.833333333333332,60.083333333333336,19.166666666666668,0.0,0.0,78.16666666666667,44.0,15.0,87.5,18.0,61.0,0.0,0.0,0.0,78.0,30.0,13.0,85.0,15.0,42.0,0.0,0.0,0.0,62.0
93,US-DC_2022,67.0,20.0,100.0,26.0,76.0,53.0,0.0,0.0,94.0,56.083333333333336,16.25,89.5,22.333333333333332,65.83333333333333,26.666666666666668,0.0,0.0,65.25,53.5,16.0,88.5,22.5,66.5,32.5,0.0,0.0,64.0,50.0,14.0,82.0,16.0,54.0,0.0,0.0,0.0,44.0
94,US-DC_2023,73.0,21.0,93.0,26.0,78.0,56.0,0.0,0.0,100.0,63.666666666666664,15.916666666666666,82.66666666666667,21.75,59.583333333333336,33.333333333333336,0.0,0.0,52.583333333333336,63.5,16.0,81.5,22.0,58.5,43.5,0.0,0.0,51.0,56.0,12.0,73.0,16.0,48.0,0.0,0.0,0.0,28.0
95,US-DC_2024,77.0,17.0,88.0,23.0,60.0,46.0,0.0,2.0,65.0,66.0,15.181818181818182,79.45454545454545,19.545454545454547,52.0,21.272727272727273,0.0,0.18181818181818182,38.27272727272727,63.0,15.0,80.0,20.0,53.0,30.0,0.0,0.0,41.0,60.0,13.0,70.0,17.0,42.0,0.0,0.0,0.0,0.0
96,US-DE_2013,32.0,14.0,60.0,32.0,78.0,0.0,0.0,0.0,0.0,24.166666666666668,8.833333333333334,51.666666666666664,25.083333333333332,65.0,0.0,0.0,0.0,0.0,24.5,9.0,52.5,25.0,66.0,0.0,0.0,0.0,0.0,12.0,0.0,42.0,17.0,45.0,0.0,0.0,0.0,0.0
